primary ciliary dyskinesia 32;has material basis in germline mutation in;RSPH3
hypomyelinating leukodystrophy 4;has material basis in germline mutation in;HSPD1
glutaric acidemia type 3;has material basis in germline mutation in;SUGCT
X-linked chondrodysplasia punctata 2;has material basis in germline mutation in;EBP
Bosch-Boonstra-Schaaf optic atrophy syndrome;has material basis in germline mutation in;NR2F1
myofibrillar myopathy 2;has material basis in germline mutation in;CRYAB
nemaline myopathy 2;has material basis in germline mutation in;NEB
C3 glomerulonephritis;has material basis in germline mutation in;CFHR5
Spondyloenchondrodysplasia with immune dysregulation;has material basis in germline mutation in;ACP5
hereditary spastic paraplegia 44;has material basis in germline mutation in;GJC2
ring dermoid of cornea;has material basis in germline mutation in;PITX2
hypomyelinating leukodystrophy 9;has material basis in germline mutation in;RARS1
pontocerebellar hypoplasia type 3;has material basis in germline mutation in;PCLO
renal-hepatic-pancreatic dysplasia 1;has material basis in germline mutation in;NPHP3
ghosal hematodiaphyseal dysplasia;has material basis in germline mutation in;TBXAS1
synpolydactyly type 2;has material basis in germline mutation in;FBLN1
congenital secretory chloride diarrhea 1;has material basis in germline mutation in;SLC26A3
mosaic variegated aneuploidy syndrome 1;has material basis in germline mutation in;BUB1B
megalencephaly-polymicrogyria-polydactyly-hydrocephalus syndrome 3;has material basis in germline mutation in;CCND2
familial renal glucosuria;has material basis in germline mutation in;SLC5A2
Griscelli syndrome type 2;has material basis in germline mutation in;RAB27A
Rienhoff syndrome;has material basis in germline mutation in;TGFB3
Seckel syndrome 2;has material basis in germline mutation in;RBBP8
hereditary spherocytosis type 2;has material basis in germline mutation in;SPTB
thyroid Hurthle cell carcinoma;has material basis in germline mutation in;NDUFA13
interstitial lung disease 2;has material basis in germline mutation in;SFTPA2
retinitis pigmentosa 9;has material basis in germline mutation in;RP9
alpha-actinopathy;has material basis in germline mutation in;ACTA1
Roberts-SC phocomelia syndrome;has material basis in germline mutation in;ESCO2
Lynch syndrome 8;has material basis in germline mutation in;EPCAM
premature ovarian failure 2B;has material basis in germline mutation in;POF1B
sclerosteosis 2;has material basis in germline mutation in;LRP4
autosomal recessive spinocerebellar ataxia 17;has material basis in germline mutation in;CWF19L1
Charcot-Marie-Tooth disease type 4K;has material basis in germline mutation in;SURF1
3-hydroxy-3-methylglutaryl-CoA synthase deficiency;has material basis in germline mutation in;HMGCS2
myocardium;has part;conducting system of heart
adrenal/interrenal gland;has part;chromaffin cell
adrenal/interrenal gland;has part;biogenic amine secreting cell
pylorus;has part;pyloric antrum
pylorus;has part;pyloric canal
pylorus;has part;pyloric gastric gland
nucleus pulposus;has part;chondroitin sulfate
nucleus pulposus;has part;keratan sulfate
nucleus pulposus;has part;chondrocyte
nucleus pulposus;has part;collection of collagen fibrils
inner limiting layer of retina;has part;astrocyte
inner limiting layer of retina;has part;neuron projection
epithelium of bronchus;has part;intermediate epitheliocyte
pectoral complex;has part;pectoral girdle region
fundus of stomach;has part;fundic gastric gland
dermis;has part;elastic fiber
dermis;has part;collection of collagen fibrils
seminiferous tubule epithelium;has part;spermatogonium
seminiferous tubule epithelium;has part;Sertoli cell
islet of Langerhans;has part;insulin secreting cell
islet of Langerhans;has part;somatostatin secreting cell
islet of Langerhans;has part;type A enteroendocrine cell
chorioretinal region;has part;retina
chorioretinal region;has part;optic choroid
granular layer of cerebellar cortex;has part;cerebellar Golgi cell
granular layer of cerebellar cortex;has part;neuronal brush cell
granular layer of cerebellar cortex;has part;cerebellar granule cell
lymphocyte;has part;neutrophillic cytoplasm
lymphocyte;has part;heterochromatin
complement receptor activity;has part;complement binding
myelinated nerve fiber;has part;myelin sheath
transmission of nerve impulse;has part;action potential
transmission of nerve impulse;has part;chemical synaptic transmission
variant_collection;has part;sequence_alteration
myoepithelium;has part;myofilament
rib skeletal system;has part;thoracic rib cage
lower respiratory tract;has part;pair of lungs
central canal of spinal cord;has part;cerebrospinal fluid
plasma lipoprotein particle clearance;has part;receptor-mediated endocytosis
plasma lipoprotein particle clearance;has part;plasma lipoprotein particle disassembly
cobalt group molecular entity;has part;cobalt group element atom
connective tissue;has part;extracellular matrix
amphetamine;has part;(R)-amphetamine
amphetamine;has part;(S)-amphetamine
cardiac muscle tissue;has part;cardiac muscle cell
uriniferous tubule;has part;collecting duct of renal tubule
uriniferous tubule;has part;nephron
glycolytic process through fructose-6-phosphate;has part;6-phosphofructokinase activity
glycolytic process through fructose-6-phosphate;has part;fructose-bisphosphate aldolase activity
glycolytic process through fructose-6-phosphate;has part;triose-phosphate isomerase activity
thymus lymphoid tissue;has part;thymocyte
trophectoderm;has part;trophectodermal cell
perineurium;has part;collagen trimer
duct;has part;anatomical conduit space
duct;has part;epithelial layer of duct
oxygen molecular entity;has part;oxygen atom
exocrine pancreas;has part;pancreatic acinus
exocrine pancreas;has part;pancreatic duct
protein kinase regulator activity;has part;protein kinase binding
nephron tubule;has part;renal principal cell
subdivision of tube;has part;anatomical wall
subdivision of tube;has part;anatomical space
noble gas molecular entity;has part;noble gas atom
pancreatic acinar cell;has part;zymogen granule membrane
cartilaginous neurocranium;has part;cartilage tissue
prostate gland smooth muscle;has part;smooth muscle cell of prostate
lymph vasculature;has part;lymph
musculoskeletal system;has part;musculature of body
musculoskeletal system;has part;skeletal system
bone marrow;has part;bone marrow cell
bone marrow;has part;hematopoietic tissue
glutamate receptor activity;has part;glutamate binding
peritoneal sac;has part;peritoneal cavity
peritoneal sac;has part;peritoneum
cobalt molecular entity;has part;cobalt atom
lymphatic vessel endothelium;has part;endothelial cell of lymphatic vessel
subendocardium layer;has part;Purkinje myocyte
subendocardium layer;has part;nerve
milk;has part;lipid
epithelium;has part;cell-cell junction
epithelium;has part;basement membrane of epithelium
epithelium of lobar bronchus;has part;ciliated cell of the bronchus
epithelium of lobar bronchus;has part;pulmonary ionocyte
dental follicle;has part;precementoblast
particulate environmental material;has part;particle
digit;has part;phalanx endochondral element
integumental system;has part;outer epithelium
tunica vaginalis testis;has part;mesothelium
paired limb/fin bud;has part;apical ectodermal ridge
mammary gland myoepithelium;has part;myoepithelial cell of mammary gland
endocytosis;has part;vesicle budding from membrane
endocytosis;has part;membrane invagination
membrane-bounded organelle;has part;membrane
pair of dorsal aortae;has part;dorsal aorta
ovary stroma;has part;hilus cell of ovary
Bruch's membrane;has part;basement membrane
Bruch's membrane;has part;elastic fiber
dense irregular connective tissue;has part;elastic fiber
bronchial artery;has part;respiratory system arterial endothelium
bronchial artery;has part;respiratory system arterial smooth muscle
epithelium of bronchiole;has part;club cell
epithelium of bronchiole;has part;lung ciliated cell
snow;has part;air
endocardium;has part;endocardial endothelium
molecular function regulator activity;has part;protein binding
ionic polymer;has part;ionic macromolecule
blastocyst;has part;inner cell mass
blastocyst;has part;trophoblast
pulmonary vascular system;has part;pulmonary artery
pulmonary vascular system;has part;pulmonary vein
portal triad;has part;hepatic artery
portal triad;has part;portal vein
portal triad;has part;intrahepatic bile duct
complement activation;has part;protein activation cascade
stomach glandular epithelium;has part;gastric gland
air;has part;dioxygen
air;has part;carbon dioxide
air;has part;argon molecular entity
air;has part;water vapour
nervous system;has part;neuron
stroma of bone marrow;has part;marrow fibroblast
stroma of bone marrow;has part;yellow bone marrow
stroma of bone marrow;has part;sinusoid
parenchyma of parathyroid gland;has part;chief cell of parathyroid gland
parenchyma of parathyroid gland;has part;oxyphil cell of parathyroid gland
digit 4 plus metapodial segment;has part;digit 4
liver;has part;liver lobule
mucous gland;has part;mucus secreting cell
stratum corneum of epidermis;has part;corneocyte
pericardial sac;has part;pericardial cavity
pericardial sac;has part;serous pericardium
clay;has part;particle of clay
inner nuclear layer of retina;has part;amacrine cell
inner nuclear layer of retina;has part;retina horizontal cell
inner nuclear layer of retina;has part;retinal bipolar neuron
lung neuroendocrine cell;has part;dense core granule
leucine;has part;isobutyl group
melanocyte;has part;melanosome
orthochromatic erythroblast;has part;acidophilic cytoplasm
ectocervix;has part;non-keratinized stratified squamous epithelium
hemoprotein;has part;heme
halogen molecular entity;has part;halogen
trachea gland;has part;seromucus secreting cell
morula;has part;blastoderm cell
plasma cell;has part;cartwheel heterochromatin
plasma cell;has part;Golgi apparatus
thymus epithelium;has part;epithelial cell of thymus
tunica intima;has part;endothelium
pineal body;has part;pinealocyte
pineal body;has part;interstitial cell of pineal gland
epithelium of respiratory bronchiole;has part;club cell
potassium molecular entity;has part;potassium atom
wall of ureter;has part;adventitia
wall of ureter;has part;muscular coat
dentate gyrus molecular layer;has part;dendrite
dentate gyrus molecular layer;has part;nerve fiber
sand;has part;particle of sand
bony pelvis;has part;ischium
bony pelvis;has part;pubis
bony pelvis;has part;fused sacrum
promonocyte;has part;azurophil granule
mediastinum testis;has part;connective tissue
corpus luteum;has part;luteal cell
pyloric antrum;has part;type D enteroendocrine cell
pyloric antrum;has part;type G enteroendocrine cell
digit 1 plus metapodial segment;has part;digit 1
heart;has part;cardiac chamber
cartilage tissue;has part;glycosaminoglycan
cartilage tissue;has part;chondrocyte
T cell domain;has part;T cell
retinal neural layer;has part;photoreceptor cell
retinal neural layer;has part;neuron
amnion;has part;amniotic ectoderm
amnion;has part;amniotic mesoderm
reproductive system;has part;gonad
vascular cord;has part;endothelial cell
vascular cord;has part;angioblastic mesenchymal cell
pulmonary alveolar parenchyma;has part;type I pneumocyte
pulmonary alveolar parenchyma;has part;type II pneumocyte
pulmonary alveolar parenchyma;has part;lung pericyte
alignment;has part;orientation
alkaline earth molecular entity;has part;alkaline earth metal atom
salt;has part;anion
salt;has part;cation
thymus lobule;has part;macrophage
thymus lobule;has part;reticular cell
thymus lobule;has part;lymphocyte
sensory nerve;has part;afferent neuron
carotid body;has part;chemoreceptor cell
cardia of stomach;has part;cardiac gastric gland
epithelium of segmental bronchus;has part;club cell
epithelium of segmental bronchus;has part;brush cell of bronchus
epithelium of segmental bronchus;has part;ciliated cell of the bronchus
epithelium of segmental bronchus;has part;pulmonary ionocyte
epithelium of segmental bronchus;has part;lung goblet cell
epithelium of segmental bronchus;has part;lung neuroendocrine cell
atrioventricular valve;has part;chorda tendineae
pyloric gastric gland;has part;mucus secreting cell
lithosphere;has part;planetary crust
retina;has part;retinal cone cell
ascending colon cancer;disease has location;ascending colon
coronary artery disorder;disease has location;heart
coronary artery disorder;disease has location;coronary artery
dartoic leiomyoma;disease has location;dartos muscle
lymphatic system disorder;disease has location;lymphatic part of lymphoid system
lower urinary tract calculus;disease has location;lower urinary tract
digestive system neoplasm;disease has location;digestive system
neoplasm of chest wall;disease has location;chest wall
scirrhous adenocarcinoma;disease has location;stromal cell
medullary thyroid gland carcinoma;disease has location;parafollicular cell
disorder of pilosebaceous unit;disease has location;pilosebaceous unit
lesion of sciatic nerve;disease has location;sciatic nerve
fibroblastic neoplasm;disease has location;fibroblast
cauda equina syndrome;disease has location;cauda equina
gasserian ganglion meningioma;disease has location;obsolete gasserian ganglion
pancreatic insulinoma;disease has location;insulin secreting cell
cutaneous neuroendocrine carcinoma;disease has location;Merkel cell
carotid artery disorder;disease has location;carotid artery segment
hair follicle neoplasm;disease has location;hair follicle
disorder of optic chiasm;disease has location;optic chiasma
macular degeneration;disease has location;macula lutea
endolymphatic sac tumor;disease has location;endolymphatic sac
myeloid sarcoma;disease has location;myeloid cell
hematologic disorder;disease has location;hematopoietic system
maxillary neoplasm;disease has location;bone of upper jaw
sternal neoplasm;disease has location;sternum
bone marrow disorder;disease has location;bone marrow
parasitemia;disease has location;blood
inner ear disorder;disease has location;internal ear
conjunctival vascular disorder;disease has location;conjunctival vasculature
respiratory system disorder;disease has location;respiratory system
benign smooth muscle neoplasm;disease has location;smooth muscle tissue
chief cell adenoma;disease has location;chief cell of parathyroid gland
carotid body paraganglioma;disease has location;carotid body
peritoneal neoplasm;disease has location;peritoneum
breast disorder;disease has location;breast
pulmonary vein leiomyosarcoma;disease has location;pulmonary vein
lymphogranuloma venereum;disease has location;lymph
vascular neoplasm;disease has location;vascular system
integumentary system disorder;disease has location;integumental system
pulmonary embolism;disease has location;pulmonary artery
nipple neoplasm;disease has location;nipple
brachial plexus neuropathy;disease has location;brachial nerve plexus
plantar wart;disease has location;plantar part of pes
disorder of facial skeleton;disease has location;facial skeleton
common peroneal nerve lesion;disease has location;common fibular nerve
oropharyngeal anthrax;disease has location;oropharynx
craniopharyngioma;disease has location;sella turcica
cardia cancer;disease has location;cardia of stomach
skeletal ligament disorder;disease has location;skeletal ligament
endometrial stromal tumor;disease has location;endometrial stroma
glottis neoplasm;disease has location;glottis
aryepiglottic fold cancer;disease has location;aryepiglottic fold
sweat gland disorder;disease has location;sweat gland
lymphatic vessel neoplasm;disease has location;lymphatic vessel
tinea manuum;disease has location;manus
orofacial cleft;disease has location;face
goblet cell carcinoma;disease has location;goblet cell
frontal lobe neoplasm;disease has location;frontal lobe
bulbar polio;disease has location;medulla oblongata
plantar fibromatosis;disease has location;plantar part of pes
hypoglossal nerve disorder;disease has location;hypoglossal nerve
DiGeorge syndrome;disease has location;pharyngeal pouch
cerebellopontine angle tumor;disease has location;cerebellopontine angle
malignant jugulotympanic paraganglioma;disease has location;jugular body
descending colon cancer;disease has location;descending colon
Langerhans cell histiocytosis;disease has location;Langerhans cell
pericardium disorder;disease has location;pericardium
benign neoplasm of soft palate;disease has location;soft palate
temporal lobe epilepsy;disease has location;temporal lobe
schwannoma of jugular foramen;disease has location;jugular foramen
pulmonary hypertension;disease has location;pulmonary artery
dermatophytosis of scalp or beard;disease has location;scalp
non-syndromic brachydactyly of fingers;disease has location;manus
iris disorder;disease has location;iris
vagus nerve disorder;disease has location;vagus nerve
root caries;disease has location;cementum
neoplasm of epicardium;disease has location;epicardium
cranial nodular fasciitis;disease has location;cranium
visual pathway disorder;disease has location;optic tract
breast ductal adenocarcinoma;disease has location;mammary duct
liver disorder;disease has location;liver
autoimmune thrombocytopenic purpura;disease has location;platelet
disorder of visual system;disease has location;visual system
mitral valve disorder;disease has location;mitral valve
eye disorder;disease has location;camera-type eye
eye disorder;disease has location;eyeball of camera-type eye
aggressive insulitis;disease has location;islet of Langerhans
paraurethral gland neoplasm;disease has location;paraurethral gland
suprabasal epidermolysis bullosa simplex;disease has location;epidermis suprabasal layer
diffuse intrinsic pontine glioma;disease has location;pons
retroperitoneal neoplasm;disease has location;retroperitoneal space
pancreatic exocrine neoplasm;disease has location;exocrine pancreas
nasal cavity disorder;disease has location;nasal cavity
Kummell disease;disease has location;bony vertebral centrum
livedoid vasculopathy;disease has location;hindlimb skin
renal artery disease;disease has location;renal artery
posterior pituitary gland neoplasm;disease has location;neurohypophysis
thymus gland disorder;disease has location;thymus
tendinopathy;disease has location;tendon
Takayasu arteritis;disease has location;pharyngeal arch artery
tonsillar pillar cancer;disease has location;tonsillar pillar
vascular disorder of penis;disease has location;penis blood vessel
ileal neoplasm;disease has location;ileum
facial nerve disorder;disease has location;facial nerve
corpus luteum cyst;disease has location;corpus luteum
neoplasm of temporal lobe;disease has location;temporal lobe
digestive system disorder;disease has location;alimentary part of gastrointestinal system
vertebral artery insufficiency;disease has location;vertebral artery
seminal vesicle tumor;disease has location;seminal vesicle
myocardial disorder;disease has location;myocardium
brain disorder;disease has location;brain
prostatic urethral cancer;disease has location;prostatic urethra
olecranon bursitis;disease has location;elbow joint
granulosa cell tumor;disease has location;granulosa cell
breast fibrosis;disease has location;mammary gland
familial atrioventricular septal defect;disease has location;atrioventricular septum
transitional cell carcinoma;disease has location;transitional epithelial cell
lower lip fistula;disease has location;lower lip
ureteric orifice cancer;disease has location;ureteral orifice
leukocyte disorder;disease has location;leukocyte
urinary system disorder;disease has location;renal system
enlarged vestibular aqueduct syndrome;disease has location;vestibular aqueduct
leather-bottle stomach;disease has location;wall of stomach
cerebral ventricle cancer;disease has location;brain ventricle
conjunctival disorder;disease has location;conjunctiva
hepatobiliary disorder;disease has location;hepatobiliary system
erythrocyte disorder;disease has location;erythrocyte
extrahepatic bile duct neoplasm;disease has location;extrahepatic bile duct
pupil disorder;disease has location;pupil
bone cancer;disease has location;skeletal element
urothelial hyperplasia;disease has location;urothelium
lipoma of spermatic cord;disease has location;spermatic cord
neoplasm of aortic body;disease has location;aortic body
myositis disease;disease has location;musculature of body
cartilage development disorder;disease has location;cartilage tissue
Behcet disease;disease has location;blood vessel
cystinosis;disease has location;lysosome
ascending colon neuroendocrine tumor G1;disease has location;ascending colon
middle ear disorder;disease has location;middle ear
odontoma;disease has location;jaw region
pancreatic ductal adenocarcinoma;disease has location;pancreatic duct
vascular dementia;disease has location;brain blood vessel
scrotal disorder;disease has location;scrotum
skin vascular disease;disease has location;vasculature of integument
non-syndromic brachydactyly of toes;disease has location;pes
sacrum chordoma;disease has location;fused sacrum
pudendal neuralgia;disease has location;pudendal nerve
endometrial disorder;disease has location;endometrium
scleral disorder;disease has location;sclera
large intestine disorder;disease has location;large intestine
arthropathy;disease has location;skeletal joint
neoplasm of cerebral hemisphere;disease has location;cerebral hemisphere
lip disorder;disease has location;lip
tinea pedis;disease has location;pes
eustachian tube disorder;disease has location;pharyngotympanic tube
aggressive NK-cell leukemia;disease has location;natural killer cell
cranial nerve neoplasm;disease has location;cranial nerve
absence of the pulmonary artery;disease has location;pulmonary artery
gonadal disorder;disease has location;gonad
main bronchus cancer;disease has location;main bronchus
dental pulp disorder;disease has location;dental pulp
glans penis cancer;disease has location;glans penis
hordeolum;disease has location;eyelid gland
hemarthrosis;disease has location;limb
small intestine disorder;disease has location;small intestine
POEMS syndrome;disease has location;plasma cell
optic nerve disorder;disease has location;cranial nerve II
amelia of lower limb;disease has location;hindlimb
osteomas of mandible;disease has location;mandible
plasma cell myeloma;disease has location;plasma cell
retinal nerve fiber layer disorder;disease has location;nerve fiber layer of retina
disorder of pharynx;disease has location;chordate pharynx
glossopharyngeal nerve disorder;disease has location;glossopharyngeal nerve
hair anomaly;disease has location;hair shaft
connective tissue neoplasm;disease has location;connective tissue
bone carcinoma;disease has location;bone element
bronchial disorder;disease has location;bronchus
tonsillar squamous cell carcinoma;disease has location;palatine tonsil
intraductal breast papilloma;disease has location;mammary duct
visual cortex disorder;disease has location;visual cortex
ileocolitis;disease has location;ileum
vestibulocochlear nerve disorder;disease has location;vestibulocochlear nerve
visceral leishmaniasis;disease has location;viscus
primary motor cortex epilepsy;disease has location;primary motor cortex
portal vein thrombosis;disease has location;portal vein
periosteal chondrosarcoma;disease has location;periosteum
hepatic flexure cancer;disease has location;hepatic flexure of colon
malignant melanoma of the mucosa;disease has location;mucosa
lacrimal apparatus disorder;disease has location;lacrimal apparatus
labia minora cancer;disease has location;labium minora
disorder of uterine broad ligament;disease has location;broad ligament of uterus
malignant neoplasm of abdominal esophagus;disease has location;abdominal part of esophagus
superficial mycosis;disease has location;stratum corneum of epidermis
endobronchial lipoma;disease has location;tracheobronchial tree
uterine disorder;disease has location;uterus
cardiac ventricle disorder;disease has location;cardiac ventricle
adrenal medullary hyperplasia;disease has location;adrenal medulla
muscle cancer;disease has location;muscle structure
penile disorder;disease has location;penis
lateral malleolus of fibula;part of;distal epiphysis of fibula
knee joint primordium;part of;mesenchyme of knee
fallopian tube;part of;oviduct
fallopian tube;part of;pelvic region of trunk
fallopian tube;part of;internal female genitalia
maxillary tooth;part of;set of upper jaw teeth
humerus;part of;forelimb skeleton
humerus;part of;forelimb stylopod
heart development;part of;circulatory system development
decussation of diencephalon;part of;diencephalon
manual digit 4;part of;manus
manual digit 4;part of;manual digitopodium region
roof plate of midbrain;part of;midbrain
roof plate of midbrain;part of;roof plate
right ventricular trabecular myocardium;part of;heart right ventricle
right ventricular trabecular myocardium;part of;cardiac muscle of right ventricle
myocardium;part of;musculature of body
myocardium;part of;heart
mucosa of rectum;part of;rectum
uncondensed odontogenic mesenchyme;part of;tooth bud
deep cervical artery;part of;neck
deep cervical artery;part of;deep vasculature
deferent duct artery;part of;system
deferent duct artery;part of;spermatic cord
accessory XI nerve;part of;system
adrenal/interrenal gland;part of;chromaffin system
sphenoid bone;part of;facial skeleton
endocervical epithelium;part of;endocervix
cavity of left atrium;part of;left cardiac atrium
urinary bladder trigone smooth muscle;part of;trigone of urinary bladder
49-year-old stage;part of;fifth decade stage
nerve of tympanic cavity;part of;middle ear
occipital region;part of;cranium
laryngeal pre-cartilage condensation;part of;splanchnocranium
laryngeal pre-cartilage condensation;part of;laryngeal apparatus
intrinsic muscle of tongue;part of;tongue
thoracic cavity;part of;thoracic segment of trunk
thoracic cavity;part of;coelemic cavity lumen
costo-cervical trunk;part of;system
submandibular ganglion;part of;parasympathetic nervous system
acinar cell;part of;glandular acinus
abdomen nerve;part of;abdomen
lens anterior epithelium;part of;lens of camera-type eye
white matter of hindbrain;part of;hindbrain
placenta labyrinth;part of;placenta
epithelial cell of glomerular capsule;part of;glomerular capsule
superior olivary complex;part of;pontine tegmentum
superior olivary complex;part of;auditory system
nephric ridge;part of;embryo
nephric ridge;part of;renal system
nephric ridge;part of;genitourinary system
articular capsule of glenohumeral joint;part of;glenohumeral joint
submucosa of anal canal;part of;anal canal
7p2 (Human);part of;7p (Human)
renal medulla loop of Henle;part of;renal medulla
19q13.11 (Human);part of;19q13.1 (Human)
thoracic vertebral foramen;part of;thoracic vertebra
cell cycle process;part of;cell cycle
19p13.13 (Human);part of;19p13.1 (Human)
blood island;part of;embryo
epithelium of parotid gland;part of;parotid gland
sacral lymph node;part of;sacral region
atrioventricular node;part of;system
atrioventricular node;part of;interatrial septum
atrioventricular node;part of;conducting system of heart
neural tube development;part of;nervous system development
neural tube development;part of;chordate embryonic development
renal medulla interstitium;part of;renal medulla
renal medulla interstitium;part of;kidney interstitium
skin of pes;part of;pes
superficial vein;part of;vasculature of integument
clavicle pre-cartilage condensation;part of;pectoral girdle skeleton
ependyma;part of;ventricle of nervous system
metanephric mesenchyme;part of;embryo
mammary gland connective tissue;part of;mammary gland
ileocecal junction;part of;intestine
hematopoietic progenitor cell differentiation;part of;hemopoiesis
equilibrioception;part of;neuromuscular process controlling balance
epithelium of intestinal villus;part of;intestinal villus
epithelium of intestinal villus;part of;epithelium of small intestine
cerebellum vasculature;part of;cerebellum
nucleus pulposus;part of;intervertebral disk
hepatic vein;part of;system
hepatic vein;part of;vasculature of liver
spinal cord ventral column;part of;ventral funiculus of spinal cord
abdomen connective tissue;part of;abdomen
mesenchyme of sublingual gland;part of;sublingual gland
trabecula of spleen;part of;spleen
trabecula of spleen;part of;parenchyma of spleen
urinary bladder urothelium;part of;urinary bladder
urinary bladder urothelium;part of;mucosa of urinary bladder
Leydig cell region of testis;part of;Vertebrata <vertebrates>
Leydig cell region of testis;part of;testis
pharyngeal arch artery 5;part of;pharyngeal arch 5
epithelium of bronchus;part of;bronchus
8q21.1 (Human);part of;8q21 (Human)
heart plus pericardium;part of;cardiovascular system
collection of hair on face;part of;face
submucosa of ileum;part of;ileum
cardiovascular system endothelium;part of;cardiovascular system
coelemic cavity lumen;part of;coelom
epithelium of midgut;part of;midgut
nuclear chromosome;part of;nuclear lumen
optic chiasma;part of;system
optic chiasma;part of;diencephalon
3p (Human);part of;chromosome 3 (Human)
blood vessel layer of choroid;part of;optic choroid
calcaneofibular ligament;part of;ankle joint
hindlimb zeugopod;part of;leg
hindlimb zeugopod;part of;hindlimb
mucosa of anal canal;part of;anal canal
male accessory sex gland;part of;male reproductive system
vestibular system;part of;vestibulo-auditory system
10q23 (Human);part of;10q2 (Human)
lobe of thyroid gland;part of;thyroid gland
stomodeum;part of;ectoderm
stomodeum;part of;future mouth
hermaphrodite gonad;part of;hermaphroditic organism
orbit of skull;part of;orbital region
orbit of skull;part of;facial skeleton
respiratory system arteriole;part of;respiratory system
respiratory system arteriole;part of;respiratory system artery
midbrain-hindbrain boundary;part of;brain
urethra urothelium;part of;urethra
extra-ocular muscle;part of;camera-type eye
extra-ocular muscle;part of;skeletal muscle tissue of eye
extra-ocular muscle;part of;ocular adnexa
mucosa of tongue;part of;tongue
lingual artery;part of;tongue
epithelium of otic placode;part of;otic placode
mesenteric lymphatic vessel;part of;mesentery
presumptive endoderm;part of;blastula
falx cerebri;part of;dura mater
caecum dorsal mesentery;part of;caecum
ischial endochondral element;part of;pelvic girdle skeleton
sacral vertebra endochondral element;part of;sacral region of vertebral column
male meiotic nuclear division;part of;male gamete generation
spleen capsule;part of;spleen
distal tarsal endochondral element;part of;hindlimb
distal tarsal endochondral element;part of;tarsal skeleton
thoracodorsal artery;part of;system
mesonephric nephron epithelium;part of;mesonephros
mesonephric nephron epithelium;part of;mesonephric nephron
pronephric distal tubule;part of;pronephros
pronephric distal tubule;part of;pronephric nephron
vagina squamous cell;part of;epithelium of vagina
periarterial lymphatic sheath;part of;white pulp of spleen
left lung lobar bronchus epithelium;part of;lobar bronchus of left lung
vestibular nucleus;part of;system
vestibular nucleus;part of;vestibular nuclear complex
orbital fat pad;part of;orbital region
orbital fat pad;part of;ocular adnexa
His-Purkinje system cell;part of;His-Purkinje system
keratinocyte;part of;skin epidermis
jugular foramen;part of;temporal bone
lateral wall of nasopharynx;part of;nasopharynx
dorsal skin of finger;part of;manual digit
caudal vertebra pre-cartilage condensation;part of;caudal region of vertebral column
muscle layer of duodenum;part of;duodenum
cervical squamo-columnar junction;part of;uterine cervix
outflow tract pericardium;part of;outflow tract
dermis;part of;skin of body
upper hypural set;part of;caudal fin skeleton
serosa of urinary bladder;part of;urinary bladder
serosa of urinary bladder;part of;wall of urinary bladder
11-year-old stage;part of;juvenile stage (5-14 yo)
tooth enamel organ;part of;tooth bud
capsule of lymph node;part of;lymph node
lumen of intestine;part of;intestine
13q1 (Human);part of;13q (Human)
scleral endothelium;part of;sclera
44-year-old stage;part of;fifth decade stage
lens nucleus;part of;lens of camera-type eye
optic foramen;part of;orbitosphenoid
optic foramen;part of;facial skeleton
spermatocyte division;part of;spermatogenesis
intralobular duct;part of;lobule
phalanx pre-cartilage condensation;part of;digit mesenchyme
transverse process of lumbar vertebra;part of;lumbar vertebra
primitive urogenital sinus;part of;embryonic cloaca
primitive urogenital sinus;part of;renal system
future upper lip;part of;upper jaw region
pubic pre-cartilage condensation;part of;pelvic girdle skeleton
lip skeletal muscle;part of;lip
submucosa of large intestine;part of;large intestine
submucosa of large intestine;part of;wall of large intestine
germinal epithelium of ovary;part of;capsule of ovary
pharyngeal taste bud;part of;pharyngeal mucosa
pharyngeal taste bud;part of;pharynx
10q (Human);part of;chromosome 10 (Human)
36-year-old stage;part of;fourth decade stage
pectoral appendage bud mesenchyme;part of;pectoral appendage bud
prenatal stage;part of;life cycle
musculature of hindlimb stylopod;part of;hindlimb stylopod
tongue taste bud;part of;tongue
tongue taste bud;part of;gustatory papilla of tongue
pigmented ciliary epithelial cell;part of;ciliary epithelium
ovarian fibroblast;part of;ovary
seminiferous tubule epithelium;part of;seminiferous tubule of testis
islet of Langerhans;part of;endocrine pancreas
e hamartoma;is a;hamartoma
Shiga toxin-associated hemolytic uremic syndrome;is a;hemolytic anemia
Shiga toxin-associated hemolytic uremic syndrome;is a;infection-related hemolytic uremic syndrome
pseudohypoparathyroidism type 1C;is a;primary avascular necrosis
pseudohypoparathyroidism type 1C;is a;osteonecrosis of genetic origin
pseudohypoparathyroidism type 1C;is a;acromelic dysplasia
pseudohypoparathyroidism type 1C;is a;pseudohypoparathyroidism
pseudohypoparathyroidism type 1C;is a;disorder of GNAS inactivation
Chordoma;is a;Neoplasm of the skeletal system
Anisakidae;is a;Ascaridoidea
cutaneous granular cell tumor;is a;dermis tumor
cutaneous granular cell tumor;is a;granular cell tumor
lateral malleolus of fibula;is a;mesoderm-derived structure
lateral malleolus of fibula;is a;zone of long bone
generalized dystonia;is a;isolated dystonia
epilepsy syndrome;is a;epilepsy
Elephantidae;is a;Proboscidea <placentals>
sclerosteosis;is a;hyperostosis
sclerosteosis;is a;hereditary disease
isolated spina bifida;is a;spina bifida
